category_list,funding_total_usd,country_code,funding_rounds,label,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC
cloudcomputing cloudinfrastructure databases software,8000000.0,USA,2,0,10.0,519.0,15095.0,15614
software,46750000.0,USA,3,0,9.0,2223.0,12769.0,14992
software,6500000.0,CAN,1,1,4.0,0.0,13192.0,13192
software,9000000.0,USA,1,1,4.0,0.0,12502.0,12502
hardware hardware+software software,8800000.0,USA,2,0,5.0,1303.0,13853.0,15156
healthcare,2300000.0,USA,1,0,5.0,0.0,16280.0,16280
mobile,144760181.0,USA,6,0,21.0,1965.0,13215.0,15180
security,2450000.0,USA,1,0,2.0,0.0,16220.0,16220
cloudsecurity datasecurity itandcybersecurity,20000000.0,USA,1,0,1.0,0.0,16048.0,16048
advertising analytics bigdata enterprisesoftware informationtechnology mobileanalytics salesandmarketing,6500000.0,USA,1,0,3.0,0.0,16525.0,16525
biotechnology,92936960.0,CHE,2,0,7.0,816.0,15946.0,16762
informationtechnology investmentmanagement portals,16249.0,CAN,1,0,1.0,0.0,16635.0,16635
software,150000.0,USA,2,0,3.0,50.0,15095.0,15145
curatedweb,2000000.0,USA,1,0,2.0,0.0,15405.0,15405
computervision consumergoods machinelearning mobile newproductdevelopment,150000.0,GBR,2,0,2.0,18.0,16084.0,16102
advertising,669602.0,BRA,4,0,3.0,1856.0,14488.0,16344
e-commerce,14394888.0,GBR,1,0,2.0,0.0,15890.0,15890
storage webhosting,34300000.0,USA,3,1,5.0,992.0,13579.0,14571
biotechnology,10000000.0,USA,1,1,1.0,0.0,16666.0,16666
e-commerce onlinereservations software,250000.0,USA,2,0,1.0,542.0,15796.0,16338
photography software,21015000.0,USA,4,0,7.0,2645.0,14000.0,16645
manufacturing,21649500.0,SWE,1,0,1.0,0.0,15210.0,15210
bio-pharm medical therapeutics,5223274.0,AUS,1,0,3.0,0.0,16573.0,16573
music,10000000.0,SGP,2,0,3.0,396.0,13208.0,13604
businessservices internet marketplaces,93808.0,CAN,1,0,1.0,0.0,16252.0,16252
advertising digitalsignage,11597927.0,GBR,1,0,1.0,0.0,14012.0,14012
cleantechnology energy,65643735.0,USA,2,1,1.0,1699.0,14549.0,16248
cleantechnology,15000000.0,USA,2,0,1.0,1085.0,14862.0,15947
nonprofits,3040000.0,USA,2,0,2.0,101.0,16121.0,16222
education enterprisesoftware software,38924.0,NZL,1,0,1.0,0.0,16436.0,16436
healthandwellness,17000000.0,USA,1,0,1.0,0.0,15734.0,15734
socialmedia,1000000.0,JPN,1,0,5.0,0.0,15322.0,15322
consumergoods healthcare,1700000.0,USA,1,0,6.0,0.0,16021.0,16021
customerservice e-commerce retail,540000.0,USA,2,0,1.0,0.0,16071.0,16071
healthandwellness,13115.0,DEU,1,0,2.0,0.0,14944.0,14944
biotechnology,49500150.0,USA,3,1,10.0,1221.0,15429.0,16650
mobile socialmedia socialnetworkmedia video,1650000.0,USA,1,0,3.0,0.0,16385.0,16385
software,1178736.0,GBR,1,0,1.0,0.0,13543.0,13543
biotechnology healthdiagnostics,8000000.0,USA,1,0,2.0,0.0,14992.0,14992
curatedweb home&garden hotels propertymanagement realestate,1600000.0,NOR,3,0,3.0,610.0,14669.0,15279
analytics consulting enterprisesoftware saas,10000000.0,USA,1,1,1.0,0.0,13543.0,13543
analytics crm e-commerce local saas smallandmediumbusinesses webdevelopment,1210000.0,USA,2,0,2.0,579.0,15432.0,16011
medical serviceproviders services,6368603.0,USA,5,0,4.0,1277.0,15310.0,16587
outsourcing pharmaceuticals technology,3800000.0,USA,1,1,2.0,0.0,12090.0,12090
financialservices software,3565000.0,USA,4,0,4.0,328.0,16080.0,16408
automotive cars curatedweb socialnetworkmedia,40000.0,USA,1,0,1.0,0.0,15180.0,15180
semiconductormanufacturingequipment,11500000.0,CAN,1,0,1.0,0.0,11730.0,11730
audio telecommunications videoconferencing,17000000.0,USA,1,1,4.0,0.0,11645.0,11645
software,15000000.0,USA,2,0,5.0,861.0,12935.0,13796
e-commerce,6169665.0,CHN,1,0,1.0,0.0,15126.0,15126
analytics brandmarketing onlinevideoadvertising,1200000.0,FRA,1,0,7.0,0.0,16722.0,16722
cloudmanagement consumerelectronics curatedweb mobile paas saas software,170000.0,USA,2,0,2.0,92.0,16344.0,16436
search,374999.0,USA,2,0,9.0,434.0,13577.0,14011
mobile mobiledevices mobilepayments,143079.0,FRA,1,0,1.0,0.0,15187.0,15187
medical pharmaceuticals serviceproviders,23850000.0,NLD,1,0,3.0,0.0,12803.0,12803
software,2500000.0,USA,1,0,1.0,0.0,16625.0,16625
informationtechnology,559018.3637532489,ITA,1,0,4.0,0.0,16709.0,16709
consulting,150000.0,USA,1,0,1.0,0.0,15527.0,15527
hardware+software,4840000.0,DNK,1,1,1.0,0.0,14771.0,14771
healthcare healthcareinformationtechnology healthcareservices mhealth,180000.0,USA,2,0,3.0,61.0,16191.0,16252
onlinegaming,15000000.0,IND,1,0,1.0,0.0,16225.0,16225
intelligentsystems projectmanagement systems,5000000.0,USA,1,0,1.0,0.0,12129.0,12129
biotechnology,73300000.0,USA,6,1,9.0,1447.0,14419.0,15866
biotechnology,32305473.0,USA,4,1,2.0,671.0,15474.0,16145
automotive drones robotics sensors,3400000.0,USA,1,0,8.0,0.0,16443.0,16443
cyber mobilesecurity security,1414665.0,USA,3,0,2.0,1327.0,13829.0,15156
consumerelectronics hardware+software videogames virtualization wearables,93400000.0,USA,3,1,9.0,498.0,15553.0,16051
cloudcomputing cloudmanagement itmanagement,2500000.0,USA,2,0,2.0,432.0,16261.0,16693
advancedmaterials materialscience,848882.0,GBR,1,0,3.0,0.0,16238.0,16238
advertising,4000000.0,USA,1,0,2.0,0.0,13312.0,13312
games mobilegames socialgames sports,983788.0,GBR,2,0,4.0,548.0,15309.0,15857
informationtechnology,2800000.0,USA,1,0,1.0,0.0,16332.0,16332
analytics socialmedia socialmediamonitoring,159000.0,GBR,2,0,3.0,153.0,15218.0,15371
healthcare socialmedia software,3060000.0,USA,2,0,1.0,253.0,14995.0,15248
news television videostreaming,3562743.0,USA,2,0,2.0,79.0,16082.0,16161
chemicals design manufacturing testandmeasurement,4020000.0,CAN,1,0,3.0,0.0,13921.0,13921
digitalsignage salesandmarketing software,20000000.0,ISR,1,1,2.0,0.0,14037.0,14037
aerospace travel,1759579.0,GBR,1,0,1.0,0.0,16314.0,16314
logistics supplychainmanagement technology,24300000.0,USA,1,0,4.0,0.0,12302.0,12302
biotechnology,6300000.0,USA,2,0,3.0,1065.0,14685.0,15750
software technology,56130000.0,ESP,1,0,7.0,0.0,14061.0,14061
e-commerce local,180000.0,SVN,1,0,1.0,0.0,15492.0,15492
travel,3250000.0,USA,2,1,2.0,171.0,14732.0,14903
cleantechnology,55000000.0,TAN,4,0,9.0,580.0,16150.0,16730
manufacturing,98347.0,NLD,1,0,1.0,0.0,15377.0,15377
digitalmedia mobile travel,700000.0,USA,2,0,7.0,885.0,15160.0,16045
industrial realestate retail storage,143140.0,FRA,1,0,1.0,0.0,14488.0,14488
babies e-commerce giftcard internet kids toys,300000.0,ESP,1,0,1.0,0.0,16689.0,16689
crowdfunding finance financialservices fintech security,1250000.0,USA,1,0,2.0,0.0,15873.0,15873
software,40000.0,USA,1,0,2.0,0.0,15949.0,15949
analytics artificialintelligence bigdata e-commerce hospitality hotels machinelearning onlinereservations personalization travel,118956.0,GRC,1,0,2.0,0.0,15949.0,15949
advertising discounts promotional publicrelations,120000.0,USA,1,0,2.0,0.0,13879.0,13879
creditcards curatedweb discounts,4500000.0,USA,2,0,6.0,98.0,14944.0,15042
software,7000000.0,USA,1,1,1.0,0.0,13046.0,13046
advertising,1000000.0,USA,1,1,1.0,0.0,15006.0,15006
analytics contests curatedweb enterprisesoftware internetmarketing saas socialcommerce socialmedia socialmediamarketing,24548791.0,USA,4,0,13.0,1321.0,14902.0,16223
advertising coupons curatedweb discounts e-commerce mobilecommerce performancemarketing retail,7000000.0,USA,1,0,1.0,0.0,14904.0,14904
advertising artificialintelligence curatedweb discounts e-commerce incentives loyaltyprograms naturallanguageprocessing socialcommerce,1300000.0,USA,4,0,7.0,216.0,16001.0,16217
e-commerce hotels restaurants,2000000.0,ESP,1,0,2.0,0.0,15071.0,15071
classifieds mobile,88800000.0,USA,2,0,10.0,231.0,16512.0,16743
b2b gamification humanresources,1000000.0,CAN,1,0,1.0,0.0,16526.0,16526
music,170604000.0,GBR,1,0,4.0,0.0,14445.0,14445
localadvertising social+mobile+local software,547500.0,USA,4,0,1.0,962.0,15579.0,16541
augmentedreality games software virtualization,32082.0,AUS,1,0,1.0,0.0,16573.0,16573
foodprocessing,800000.0,MYS,1,0,1.0,0.0,16608.0,16608
b2b e-commerce,441276.0,COL,1,0,1.0,0.0,16297.0,16297
webhosting,3890000.0,AUS,1,0,1.0,0.0,14307.0,14307
collaboration curatedweb freelancers projectmanagement smallandmediumbusinesses taskmanagement,250000.0,USA,1,0,1.0,0.0,14276.0,14276
advertising,2000000.0,USA,1,1,3.0,0.0,14840.0,14840
cleanenergy cleantechnology manufacturing renewableenergies,89500000.0,USA,3,0,4.0,1430.0,14628.0,16058
e-commerce payments,500000.0,BEL,2,1,2.0,3789.0,10957.0,14746
interestgraph locationbasedservices socialmedia,1400000.0,RUS,2,0,2.0,919.0,14311.0,15230
games,1500000.0,USA,2,0,7.0,626.0,13451.0,14077
apps entertainment games,4000000.0,FRA,1,0,2.0,0.0,16254.0,16254
e-commerce,13670000.0,JPN,3,0,5.0,961.0,15323.0,16284
game games,6000000.0,USA,1,0,2.0,0.0,14245.0,14245
cloudcomputing datasecurity enterprisesoftware,1500000.0,USA,2,0,1.0,1159.0,14641.0,15800
android iphone mobile sports,100000.0,USA,1,0,1.0,0.0,15218.0,15218
governments politics publicrelations socialmedia visualization,1664000.0,USA,10,0,7.0,1202.0,14745.0,15947
education onlineeducation projectmanagement,227028.0,ITA,1,0,1.0,0.0,16478.0,16478
edtech education,615000.0,USA,4,0,9.0,554.0,15539.0,16093
biotechnology,20500000.0,CHE,1,1,2.0,0.0,14866.0,14866
e-commerce,100068430.0,CHN,5,0,6.0,1155.0,13879.0,15034
bitcoin e-commerce finance fintech virtualcurrency,10000000.0,CHN,1,0,4.0,0.0,16145.0,16145
curatedweb onlinedating,6000000.0,USA,1,1,2.0,0.0,13530.0,13530
biotechnology medical nonprofit,14500000.0,USA,1,0,1.0,0.0,16303.0,16303
enterprisesoftware,230000000.0,USA,8,0,35.0,2197.0,14489.0,16686
hardware+software,880530.0,FRA,1,0,1.0,0.0,14796.0,14796
hospitality,31000000.0,USA,5,0,16.0,1598.0,14914.0,16512
b2b saas socialmedia socialmediamarketing software,800000.0,ISR,1,0,2.0,0.0,16016.0,16016
hospitality,8900000.0,BAH,1,0,1.0,0.0,16149.0,16149
content crowdsourcing curatedweb e-commerce photography photosharing retail saas shopping video,21000000.0,USA,4,0,19.0,1376.0,15233.0,16609
software,4000000.0,KOR,1,1,3.0,0.0,13522.0,13522
software,5462100.0,FRA,1,1,1.0,0.0,15636.0,15636
manufacturing,12660000.0,GBR,2,0,8.0,302.0,12996.0,13298
hospitality hotels reputation socialmedia,1000000.0,NLD,2,0,1.0,362.0,15366.0,15728
biotechnology,6500000.0,USA,4,0,4.0,1087.0,15453.0,16540
consumerelectronics consumergoods fashion lifestyle wearables,14100000.0,USA,3,0,10.0,429.0,16217.0,16646
analytics software,24000000.0,ISR,2,0,4.0,916.0,13264.0,14180
software,14000000.0,USA,2,0,3.0,549.0,13093.0,13642
fashion,5639861.0,GBR,1,0,1.0,0.0,16503.0,16503
e-commerce restaurants technology,23250000.0,USA,4,0,12.0,3583.0,12784.0,16367
interestgraph socialmedia socialnetworkmedia,3175000.0,USA,2,0,6.0,1216.0,14610.0,15826
bigdata onlinetravel personalization software travel,1715000.0,USA,4,0,28.0,221.0,15985.0,16206
curatedweb e-commerce internet shopping,28500000.0,USA,4,0,14.0,1090.0,13757.0,14847
foodprocessing,5984297.0,FRA,1,0,2.0,0.0,16440.0,16440
advertising media technology,8000000.0,USA,6,0,3.0,603.0,16005.0,16608
advertising,25000.0,ARG,1,0,1.0,0.0,15553.0,15553
informationtechnology itmanagement services,24901173.0,DNK,2,0,8.0,1424.0,15143.0,16567
edtech education healthandwellness,76520000.0,USA,6,0,30.0,1599.0,15095.0,16694
software,700000.0,USA,1,0,1.0,0.0,16581.0,16581
informationservices news sports,5500000.0,USA,1,0,1.0,0.0,15922.0,15922
curatedweb,10000000.0,USA,3,0,20.0,1087.0,15544.0,16631
internetofthings m2m mobile software telecommunications,501460.0,USA,3,0,1.0,760.0,15817.0,16577
mobile,185000.0,USA,2,0,4.0,381.0,15414.0,15795
diagnostics manufacturing medical,6061005.0,GBR,1,0,1.0,0.0,15849.0,15849
fitness healthandwellness mobile mobilehealth,3454037.0,FIN,2,0,2.0,436.0,15431.0,15867
healthcare medical therapeutics,6579017.0,DEU,2,0,5.0,878.0,15662.0,16540
software,15800000.0,ISR,4,1,3.0,1478.0,13894.0,15372
advertising consulting contactmanagement crm ticketing,43833.0,GBR,1,0,1.0,0.0,14245.0,14245
biotechnology healthcare,141800000.0,USA,4,1,11.0,2625.0,13524.0,16149
analytics e-commerce marketingautomation saas,4877166.59750827,GBR,4,0,23.0,969.0,15737.0,16706
hardware+software,1230400.0,USA,2,0,1.0,1588.0,12825.0,14413
auctions games onlinedating,16600000.0,USA,5,1,17.0,1618.0,13362.0,14980
bigdata healthcare,6800000.0,USA,1,0,5.0,0.0,16076.0,16076
media news socialmedia video,450000.0,USA,2,0,1.0,682.0,15949.0,16631
mobilepayments payments,2900000.0,THA,4,0,10.0,451.0,16300.0,16751
healthdiagnostics,1500000.0,GBR,1,0,3.0,0.0,16758.0,16758
games,10500000.0,USA,1,1,8.0,0.0,12524.0,12524
consumerelectronics robotics,19500000.0,USA,1,0,1.0,0.0,12053.0,12053
publictransportation,53492000.0,PRT,1,0,1.0,0.0,15302.0,15302
biotechnology,9800000.0,IND,1,0,1.0,0.0,15924.0,15924
hardware+software,23000000.0,USA,2,0,2.0,947.0,14284.0,15231
bigdata retailtechnology saas semanticsearch,1727500.0,USA,2,0,1.0,192.0,16405.0,16597
cleantechnology,25450981.0,USA,7,0,2.0,1307.0,15126.0,16433
analytics bigdataanalytics clouddataservices,6800000.0,USA,2,0,4.0,435.0,15706.0,16141
socialmedia systems,750000.0,USA,2,0,1.0,227.0,15051.0,15278
filesharing internet storage webhosting,800000.0,USA,1,0,3.0,0.0,13483.0,13483
games,2000000.0,ESP,1,0,3.0,0.0,16134.0,16134
analytics geospatial locationbasedservices saas,5000000.0,USA,3,0,2.0,441.0,16119.0,16560
cleantechnology,532987.0,PRT,1,0,1.0,0.0,16149.0,16149
cleantechnology,80587143.0,USA,6,0,10.0,1974.0,14000.0,15974
e-commerce,100000.0,IND,1,0,2.0,0.0,16633.0,16633
software,3960000.0,FRA,1,1,1.0,0.0,12860.0,12860
hardware+software,27500000.0,USA,1,0,1.0,0.0,16169.0,16169
hardware+software,12209831.0,USA,2,1,1.0,1894.0,13539.0,15433
biotechnology,15403710.0,USA,3,0,1.0,428.0,15924.0,16352
mobile productivitysoftware,109381.0,ROM,1,0,1.0,0.0,16252.0,16252
energy solar,5000000.0,USA,1,0,5.0,0.0,14060.0,14060
search,120000.0,USA,1,0,1.0,0.0,16405.0,16405
cleantechnology,5320000.0,GBR,1,0,1.0,0.0,14132.0,14132
software,110000000.0,USA,2,0,5.0,133.0,10987.0,11120
education fitness healthcare medical,15000.0,USA,1,0,3.0,0.0,15492.0,15492
medical,63000000.0,USA,2,0,9.0,1378.0,12335.0,13713
brandmarketing crm lifestyle specialtyretail,28000.0,HKG,1,0,1.0,0.0,15737.0,15737
advertising software,79350000.0,USA,4,1,6.0,1722.0,12551.0,14273
services,4000000.0,USA,1,0,3.0,0.0,12230.0,12230
payments startups,1500000.0,USA,1,0,1.0,0.0,16336.0,16336
enterprisesoftware,14723272.8514564,GBR,3,0,5.0,3342.0,12937.0,16279
biotechnology healthandwellness lifesciences medical,4840000.0,ISR,1,1,1.0,0.0,12873.0,12873
hardware+software,14500000.0,CAN,3,0,15.0,820.0,15861.0,16681
biotechnology healthandwellness medical pharmaceuticals,60158333.0,USA,4,1,3.0,1189.0,14575.0,15764
credit finance fintech,538000000.0,USA,11,1,37.0,2986.0,13149.0,16135
employerbenefitsprograms healthandwellness healthcare mobilehealth,50000.0,USA,1,0,1.0,0.0,16451.0,16451
biotechnology,3754369.0,USA,3,0,1.0,673.0,14469.0,15142
marketresearch mobile,467389.0,GBR,1,0,1.0,0.0,14944.0,14944
biotechnology,31000000.0,USA,2,0,8.0,806.0,14592.0,15398
communicationsinfrastructure internetofthings mobile smartgrid wireless,123584454.0,USA,7,0,5.0,2182.0,14462.0,16644
security,40000.0,BRA,1,0,1.0,0.0,16052.0,16052
biotechnology,15000000.0,USA,1,0,2.0,0.0,16140.0,16140
education onlineeducation,7515.51013403912,BRA,1,0,1.0,0.0,16709.0,16709
mobile,750000.0,USA,1,0,3.0,0.0,15356.0,15356
content saas software video,5240000.0,USA,1,1,2.0,0.0,12793.0,12793
businessservices curatedweb leadgeneration videostreaming webtools,11300000.0,USA,2,0,6.0,1455.0,12551.0,14006
cloudcomputing cloudmanagement contentdelivery iaas infrastructure networking storage videostreaming webhosting,20000000.0,GBR,1,0,1.0,0.0,15721.0,15721
security,29600000.0,USA,3,0,16.0,2448.0,14245.0,16693
art crowdfunding curatedweb digitalmedia lifesciences publishing,10000.0,USA,1,0,1.0,0.0,16071.0,16071
software storage,17750000.0,USA,2,1,4.0,1346.0,12535.0,13881
enterprisesoftware,6000000.0,USA,1,0,1.0,0.0,15082.0,15082
mobile,13000000.0,USA,2,1,5.0,268.0,15095.0,15363
humanresources recruiting,3300000.0,USA,1,0,22.0,0.0,16573.0,16573
apps,3500000.0,GBR,1,0,1.0,0.0,16625.0,16625
agriculture productivity sustainability,6452000.0,USA,3,0,3.0,964.0,15035.0,15999
bio-pharm,31000000.0,USA,2,0,9.0,64.0,16643.0,16707
biotechnology,19000000.0,CHE,1,1,4.0,0.0,15894.0,15894
biotechnology,3100000.0,USA,2,0,6.0,763.0,15188.0,15951
biotechnology,21500000.0,USA,2,1,4.0,2259.0,12354.0,14613
biotechnology,3450000.0,USA,3,0,8.0,547.0,14975.0,15522
pharmaceuticals,929681.119376054,DNK,1,0,1.0,0.0,16566.0,16566
biotechnology,24000000.0,CAN,1,1,2.0,0.0,14910.0,14910
biotechnology healthcare,196249996.0,USA,3,1,9.0,1858.0,14187.0,16045
biotechnology,14400000.0,USA,4,0,1.0,1231.0,15079.0,16310
politics,6840000.0,CAN,1,0,1.0,0.0,13949.0,13949
analytics collaboration dataintegration datavisualization enterprisesoftware predictiveanalytics,4623209.0,USA,3,0,5.0,633.0,16080.0,16713
biotechnology,5500000.0,FIN,1,0,1.0,0.0,14729.0,14729
healthcare,67263000.0,USA,5,1,1.0,1439.0,15156.0,16595
biotechnology healthcare pharmaceuticals,64900000.0,USA,3,1,11.0,979.0,14876.0,15855
healthcare hospitals medical,12000000.0,USA,1,0,2.0,0.0,12240.0,12240
cleantechnology environmentalinnovation nanotechnology oilandgas waterpurification,1000000.0,USA,1,0,1.0,0.0,15795.0,15795
hardware+software,8742387.0,USA,4,0,12.0,2163.0,12807.0,14970
android apps contactmanagement crm directsales leadmanagement mobile networking salesautomation smallandmediumbusinesses,500000.0,USA,3,0,2.0,396.0,15706.0,16102
bigdata,1500000.0,USA,4,0,4.0,548.0,15623.0,16171
advertising,30000000.0,ZAF,2,0,1.0,678.0,15876.0,16554
onlinegaming,7500000.0,SGP,1,0,1.0,0.0,16636.0,16636
cleantechnology,40000.0,CHL,1,0,1.0,0.0,15194.0,15194
healthdiagnostics search,120000.0,USA,1,0,2.0,0.0,16267.0,16267
developerapis,100000.0,GBR,2,0,2.0,458.0,15949.0,16407
e-commerceplatforms,1000000.0,USA,2,0,2.0,1.0,15439.0,15440
informationtechnology,16700000.0,USA,1,0,4.0,0.0,16316.0,16316
e-commerce,4000000.0,USA,2,1,11.0,5.0,15554.0,15559
e-commerce furniture home&garden,225000000.0,USA,6,0,23.0,1699.0,14584.0,16283
doctors healthcare medical,116500000.0,USA,6,0,20.0,2663.0,13514.0,16177
edtech education,2684000.0,USA,4,0,22.0,849.0,15826.0,16675
salesandmarketing,750000.0,USA,1,0,2.0,0.0,16225.0,16225
advertising mobile webdesign,1200000.0,USA,2,0,3.0,510.0,15420.0,15930
allmarkets sports,3750000.0,USA,2,0,2.0,751.0,13514.0,14265
apps mobilesoftwaretools,2000000.0,USA,1,0,4.0,0.0,16545.0,16545
collaboration curatedweb video,14000000.0,USA,2,0,4.0,939.0,13311.0,14250
enterprises humanitarian internet nonprofits payments technology transactionprocessing,1375000.0,USA,2,0,2.0,570.0,15614.0,16184
mobile,585000000.0,IND,4,0,7.0,2271.0,14175.0,16446
publicrelations,9263147.0,FRA,1,0,4.0,0.0,12607.0,12607
saas security,9251000.0,IND,3,0,6.0,1468.0,15191.0,16659
careerplanning chat local mobile socialmedia,20000.0,USA,1,0,1.0,0.0,15218.0,15218
consulting,3000000.0,IND,2,0,2.0,47.0,16051.0,16098
consulting,750000.0,USA,1,0,1.0,0.0,15206.0,15206
finance,163934.0,CHN,1,0,1.0,0.0,16040.0,16040
digitalmedia entertainment videoondemand,12000000.0,USA,1,0,2.0,0.0,10927.0,10927
semiconductors,64344698.0,CAN,4,0,4.0,1281.0,14320.0,15601
informationservices,198082.0,GBR,1,0,1.0,0.0,16102.0,16102
allstudents education socialnetworkmedia universities,2281697.0,CAN,3,0,3.0,810.0,15189.0,15999
advertisingplatforms entertainment news,1597014.0,TUR,2,0,2.0,537.0,15980.0,16517
apps healthcare,8000000.0,USA,1,0,5.0,0.0,16590.0,16590
enterprisesoftware,1614202.0,GBR,1,1,1.0,0.0,14613.0,14613
enterprisesoftware,5000000.0,USA,1,0,2.0,0.0,16357.0,16357
e-commerce hotels services travel,80900000.0,GBR,4,0,14.0,1574.0,15041.0,16615
curatedweb marketplaces professionalservices startups,4352000.0,AUS,3,0,4.0,757.0,15873.0,16630
analytics bigdata bigdataanalytics informationtechnology saas software technology,1050000.0,USA,3,0,3.0,103.0,16106.0,16209
appstores enterprisesoftware finance internet twitterapplications,2345000.0,USA,4,1,23.0,215.0,14405.0,14620
applicationplatforms banking businessservices datasecurity developerapis healthandinsurance identity identitymanagement insurance insurancecompanies mobile mobilesecurity mobilesoftwaretools onlineidentity travel,1588517.48957756,NLD,1,0,1.0,0.0,16769.0,16769
curatedweb,900000.0,USA,1,0,5.0,0.0,15947.0,15947
businessservices directsales e-commerce wineandspirits,20000000.0,USA,5,0,40.0,2647.0,13970.0,16617
collaboration documentmanagement enterprisesoftware filesharing synchronization,3000000.0,USA,4,0,1.0,1924.0,13910.0,15834
onlineidentity software,7000000.0,USA,1,0,2.0,0.0,15441.0,15441
enterprisesoftware identity identitymanagement,42700000.0,USA,3,0,6.0,1636.0,14784.0,16420
collaboration games legal music video,21189.0,AUT,1,0,1.0,0.0,15222.0,15222
crm salesandmarketing video,28000.0,USA,1,0,1.0,0.0,16120.0,16120
databases humanresources recruiting,118000.0,USA,1,0,1.0,0.0,16517.0,16517
apps e-commerce logistics technology,775000.0,USA,3,0,3.0,228.0,16010.0,16238
bitcoin identity,1445000.0,USA,2,0,3.0,123.0,16267.0,16390
consulting,12800000.0,USA,1,1,1.0,0.0,12948.0,12948
crm enterprisesoftware taskmanagement,749000.0,IRL,2,0,1.0,184.0,15804.0,15988
b2b businessservices curatedweb design smallandmediumbusinesses webdevelopment,365000.0,USA,2,0,3.0,249.0,15260.0,15509
software,14965000.0,USA,7,0,3.0,2433.0,13671.0,16104
software,45685.0,KOR,1,0,1.0,0.0,15832.0,15832
brandmarketing marketresearch mobileadvertising publicrelations,1070000.0,GBR,1,0,2.0,0.0,16735.0,16735
gamemechanics healthandwellness healthcare socialnetworkmedia,16000000.0,USA,2,1,2.0,979.0,14818.0,15797
advertising apps brandmarketing realtime socialnetworkmedia twitterapplications,27300000.0,USA,3,1,11.0,1334.0,13149.0,14483
cleantechnology,195249815.0,USA,10,1,7.0,1328.0,15239.0,16567
colleges education mobile,750000.0,USA,1,0,2.0,0.0,15364.0,15364
travel,40000.0,USA,1,0,1.0,0.0,15539.0,15539
informationtechnology insurance saas,2500000.0,USA,2,0,2.0,1392.0,10957.0,12349
curatedweb,4700000.0,AUS,1,0,1.0,0.0,15981.0,15981
enterprisesoftware,165000000.0,USA,2,0,2.0,835.0,15770.0,16605
analytics,18000000.0,DEU,2,0,2.0,2564.0,12927.0,15491
advertising content media publishing,11682151.0,USA,5,0,13.0,2874.0,13149.0,16023
e-commerce,22450000.0,USA,2,0,2.0,1141.0,14166.0,15307
email enterprises services,500000.0,JPN,1,0,1.0,0.0,16570.0,16570
curatedweb,1200000.0,USA,1,1,7.0,0.0,14853.0,14853
software sports,2500000.0,USA,5,0,7.0,1442.0,15271.0,16713
travel,37000000.0,GBR,4,0,4.0,1168.0,15590.0,16758
e-commerce,2000000.0,USA,1,1,3.0,0.0,14416.0,14416
b2b crowdfunding curatedweb entrepreneur finance financetechnology investmentmanagement marketplaces socialnetworkmedia startups,5300000.0,USA,2,0,7.0,377.0,16267.0,16644
technology,500000000.0,GBR,1,0,8.0,0.0,16612.0,16612
hardware+software,630000.0,USA,2,0,1.0,178.0,16098.0,16276
communicationshardware manufacturing,20000000.0,USA,1,1,5.0,0.0,11241.0,11241
e-commerce guides restaurants search,537691.0,ESP,5,0,5.0,641.0,15826.0,16467
analytics farming saas,1100000.0,USA,4,0,3.0,1187.0,15492.0,16679
internet security software,5300000.0,GBR,4,0,12.0,930.0,15553.0,16483
enterprisesoftware locationbasedservices logistics mobile navigation,2300000.0,USA,3,0,13.0,575.0,15971.0,16546
consulting enterprisesoftware healthcare hospitals software,4332943.0,USA,5,1,19.0,1504.0,14713.0,16217
enterprisesoftware informationtechnology marketplaces professionalservices services technology,26750000.0,USA,3,1,3.0,2121.0,13160.0,15281
saas security,1702200.0,LUX,2,0,4.0,117.0,14549.0,14666
news,12000000.0,USA,1,0,3.0,0.0,14881.0,14881
healthandwellness,24250000.0,USA,7,1,10.0,2180.0,12290.0,14470
internetofthings software wearables,385851.0,USA,2,0,1.0,489.0,16071.0,16560
software,8195999.0,USA,6,0,5.0,1781.0,14295.0,16076
design,95000000.0,USA,1,0,8.0,0.0,11540.0,11540
biotechnology,20000000.0,USA,1,0,1.0,0.0,16084.0,16084
education tutoring,500000.0,CAN,1,0,1.0,0.0,15908.0,15908
healthdiagnostics medicaldevices,1750000.0,USA,3,0,1.0,839.0,15706.0,16545
e-commerce,25000.0,RUS,1,0,1.0,0.0,16040.0,16040
e-commerce,1000000.0,TUR,2,0,2.0,263.0,15959.0,16222
music,2157896.0,USA,2,0,1.0,2230.0,13682.0,15912
e-commerce,9000000.0,RUS,2,0,5.0,919.0,15349.0,16268
e-commerceplatforms edtech education,750000.0,IND,1,0,5.0,0.0,16687.0,16687
cloudcomputing games,56500000.0,USA,3,1,8.0,1226.0,13787.0,15013
games video,16000000.0,USA,2,0,5.0,365.0,13453.0,13818
bigdata bigdataanalytics mobileadvertising,2000000.0,KOR,2,0,2.0,39.0,16336.0,16375
e-commerce events meetingsoftware,569518.0,KOR,2,0,2.0,460.0,15618.0,16078
photoediting photography software,19000000.0,USA,3,0,6.0,1743.0,13035.0,14778
mobile,8500000.0,USA,3,0,11.0,2640.0,11667.0,14307
cad mobile software,144000000.0,USA,4,0,8.0,996.0,15706.0,16702
healthcare saas software,14133008.0,USA,4,0,10.0,1615.0,14489.0,16104
communicationsinfrastructure,70000000.0,USA,1,1,3.0,0.0,11122.0,11122
